A3BB2J9ZSOM7LK  |  S. Oboh  |  _  |  Reviewer ranking: #4,501,338  |  49%  |  (48 of 97)  |  
A3SCCMQVVZKW0  |  magnum4ce21  |  Phoenix, Az United States  |  Reviewer ranking: #28,440,030  |  100%  |  (5 of 5)  |  
A2E6MIQ29BB6MQ  |  S. Ibrahim  |  Philly Pa  |  Reviewer ranking: #735,564  |  82%  |  (32 of 39)  |  
A3FNUNNB16PBJY  |  M. Jackson  |  _  |  Reviewer ranking: #25,530,641  |  100%  |  (2 of 2)  |  
A1CGKDNUS2XGEW  |  David C. Snyder  |  PITTSBURGH, PA  |  Reviewer ranking: #4,474,543  |  81%  |  (35 of 43)  |  
A380XMMAQGW34E  |  Kevin Coughlan  |  Evil Finds His Way Home  |  Reviewer ranking: #29,280,719  |  50%  |  (79 of 157)  |  
A3AIO6FSH42ECT  |  JohnK  |  NY,USA  |  Reviewer ranking: #29,091,488  |  47%  |  (71 of 152)  |  
A2KOUUPW3MB2W3  |  Garrett Redd  |  TX  |  Reviewer ranking: #248,964  |  81%  |  (155 of 192)  |  
AHS9S8U9AHS3J  |  Chana Blessing  |  Spokane, Wa USA  |  Reviewer ranking: #23,797,697  |  100%  |  (4 of 4)  |  
A1569Y0K9V2Y3U  |  Larry Stephan  |  Hilton Head, South Carolina  |  Reviewer ranking: #25,847,470  |  45%  |  (5 of 11)  |  
A3DO3RRZFP0D5L  |  Kelly Aldridge  |  yorba linda, ca  |  Reviewer ranking: #25,418,902  |  67%  |  (4 of 6)  |  
A3WGY2AN75JF9  |  sam  |  _  |  Reviewer ranking: #4,901,142  |  44%  |  (7 of 16)  |  
A3LIZBALPVRHRM  |  Victor Hwang  |  Leesburg, VA USA  |  Reviewer ranking: #4,987,280  |  83%  |  (86 of 103)  |  
A1KLK8PAENV7CD  |  Deborah A. Peterson  |  Port Saint Lucie, Florida United States  |  Reviewer ranking: #25,986,097  |  100%  |  (1 of 1)  |  
A32AAGJ51RRPE7  |  raquella  |  _  |  Reviewer ranking: #23,558,510  |  100%  |  (2 of 2)  |  
A5SOAQVXFC9TV  |  Andrew Hoegen  |  New England  |  Reviewer ranking: #26,937,475  |  50%  |  (3 of 6)  |  
A3EI4BGK8BYBX6  |  L. Terwilliger  |  Torrance, CA United States  |  Reviewer ranking: #26,791,416  |  82%  |  (36 of 44)  |  
A2KE51AMCB4OXY  |  selly b. righteous  |  anchorage, AK USA  |  Reviewer ranking: #28,058,772  |  60%  |  (3 of 5)  |  
AC4028JUMHK75  |  Ian Odom  |  Gulfport, MS  |  Reviewer ranking: #26,241,638  |  67%  |  (2 of 3)  |  
A2EG9ELDEQKOG7  |  PAK  |  IL.  |  Reviewer ranking: #3,692,729  |  57%  |  (51 of 90)  |  
A1XHSY4W52BAD3  |  TERENCE  |  IRAQ  |  Reviewer ranking: #26,574,829  |  88%  |  (37 of 42)  |  
A34SV7KRZT6YTV  |  Rose Shores  |  Charlotte NC  |  Reviewer ranking: #26,295,756  |  100%  |  (1 of 1)  |  
A2R300I0411FC1  |  Amazon Customer  |  Ohio  |  Reviewer ranking: #9,034,533  |  58%  |  (23 of 40)  |  
A3V2ZGPG9BILOI  |  Jeremy M. Ward  |  Brookline, MA USA  |  Reviewer ranking: #25,842,193  |  100%  |  (3 of 3)  |  
AVIF1GH4HWKGJ  |  Em  |  Florida  |  Reviewer ranking: #26,737,660  |  100%  |  (3 of 3)  |  
A3D6F1N4CP9HEX  |  Leanne Line  |  Wisconsin, USA  |  Reviewer ranking: #479,032  |  76%  |  (13 of 17)  |  
A1SGBK90R4QJW7  |  R. Hilliard  |  USA  |  Reviewer ranking: #1,156,424  |  67%  |  (212 of 317)  |  
A3VT02MM16OKNS  |  Cedric M. Klein  |  Madison, IN United States  |  Reviewer ranking: #22,001,002  |  58%  |  (114 of 198)  |  
A16W3H8YIGQBH2  |  Margaret Mitchell  |  Washington, the evergreen state  |  Reviewer ranking: #30,041,007  |  36%  |  (44 of 121)  |  
A2TB0HKKMUD5AU  |  Melissa  |  _  |  Reviewer ranking: #23,654,463  |  80%  |  (4 of 5)  |  
A1JGCFWAH2IHIS  |  Chris Anstead  |  Dallas, Texas USA  |  Reviewer ranking: #25,632,873  |  94%  |  (15 of 16)  |  
A1D70VVFM3BKZN  |  Diane Carroll  |  New York  |  Reviewer ranking: #4,864,429  |  75%  |  (18 of 24)  |  
A2AZGTUZRJT1RT  |  Nancy Wheatley  |  Long Island, NY  |  Reviewer ranking: #26,095,569  |  _  |  _  |  
AVOUK4QAS1J6I  |  John Ranold  |  NorthHollywood, CA United States  |  Reviewer ranking: #489,913  |  76%  |  (222 of 294)  |  
A2KDG44NSQMT12  |  Matt Spitzer  |  maryland  |  Reviewer ranking: #1,545,915  |  88%  |  (56 of 64)  |  
A149J6BIRGFB95  |  JC  |  NYC  |  Reviewer ranking: #6,080,042  |  44%  |  (38 of 87)  |  
A3399VABQCD7RO  |  &quot;Wimm-g&quot;  |  Effort, PA  |  Reviewer ranking: #30,122,192  |  23%  |  (12 of 53)  |  
A1X24EXMQ0FE1L  |  Therlia Seguim  |  all over  |  Reviewer ranking: #3,159,911  |  100%  |  (3 of 3)  |  
A3HQ52H3ENSO68  |  Ben Tish  |  Millersburg Ohio  |  Reviewer ranking: #472,618  |  86%  |  (131 of 152)  |  
AJZB5U2HSMCYN  |  3N A M3  |  USA  |  Reviewer ranking: #1,890,949  |  52%  |  (12 of 23)  |  
A1P5X2RELDSFKY  |  Bevo  |  _  |  Reviewer ranking: #2,507,218  |  89%  |  (8 of 9)  |  
A2UNGLK1HOAMUP  |  Steven Barber  |  New York, NY, United States  |  Reviewer ranking: #6,168,363  |  88%  |  (38 of 43)  |  
A3DAW23IC0BYHJ  |  CindyN  |  _  |  Reviewer ranking: #588,931  |  71%  |  (39 of 55)  |  
AC6SN9WUB7BNV  |  Meagan  |  Oklahoma  |  Reviewer ranking: #29,888,144  |  15%  |  (2 of 13)  |  
A27T25BQSIE34X  |  Thomas L  |  _  |  Reviewer ranking: #21,434,973  |  50%  |  (1 of 2)  |  
A2EXF219I1UIBV  |  Susan R.  |  Long Island, NY United States  |  Reviewer ranking: #27,701,688  |  100%  |  (32 of 32)  |  
A3G78GE1AKJTRW  |  Tiny-Toons-Fan  |  _  |  Reviewer ranking: #563,798  |  89%  |  (39 of 44)  |  
A3JJYTVBSP7YXR  |  John  |  Flint, MI USA  |  Reviewer ranking: #250,911  |  61%  |  (259 of 427)  |  
A3PT1DYE492PKR  |  Amazon Customer  |  Sidney, MT United States  |  Reviewer ranking: #406,471  |  63%  |  (47 of 75)  |  
AZT9OGZODW8VW  |  Lyman Green  |  Webster, MA, USA  |  Reviewer ranking: #918,695  |  86%  |  (77 of 90)  |  
A32J2BJMS7L25T  |  chugc  |  CA  |  Reviewer ranking: #29,664,480  |  70%  |  (105 of 151)  |  
A2EV299W7IKOIO  |  R. Cotsamire  |  Newark, OH  |  Reviewer ranking: #22,633,133  |  75%  |  (3 of 4)  |  
AR0ZXX7B21817  |  happy mom  |  Bogalusa, LA  |  Reviewer ranking: #20,920,339  |  100%  |  (4 of 4)  |  
A2S9UFGRTZ4C7U  |  Theresa Allen  |  _  |  Reviewer ranking: #29,105,610  |  0%  |  (0 of 5)  |  
A15GF98ACK7QZ4  |  H. J. Greenleaf  |  Spanaway, WA USA  |  Reviewer ranking: #207,502  |  65%  |  (57 of 88)  |  
A2B8PGVJE6RI4O  |  George  |  from Barcelona, Spain  |  Reviewer ranking: #1,148,484  |  79%  |  (127 of 161)  |  
A2REX3U16ZZBQR  |  Ashley P. Foster  |  Houston, Tx  |  Reviewer ranking: #22,946,231  |  60%  |  (25 of 42)  |  
A2A3VAFTI9V2D9  |  Dewayne Helms  |  WESLEY CHAPEL, FL United States  |  Reviewer ranking: #4,035,052  |  75%  |  (12 of 16)  |  
A1X6WS9PPQC3GI  |  Navy Bean  |  Amsterdam/Dayton, OH  |  Reviewer ranking: #30,261,949  |  31%  |  (1,232 of 3,951)  |  
A1OKCJOSGPRHVW  |  Amazon Customer  |  Lost Angeles, somewhere out in the smog  |  _  |  81%  |  (403 of 498)  |  
A1J2XA4QEZ2P92  |  sabu  |  u.s.a.  |  _  |  78%  |  (1,229 of 1,570)  |  
A34P6CM35W86U0  |  ShellBullet  |  _  |  Reviewer ranking: #10,538,596  |  _  |  _  |  
A3SPFLF0RF3MP2  |  Connie L. Hodge  |  _  |  Reviewer ranking: #16,987,018  |  100%  |  (8 of 8)  |  
A1X5QUOT01DXGL  |  zigzag420  |  _  |  Reviewer ranking: #10,748,864  |  _  |  _  |  
A3782GMYYZZPFB  |  saddleblazer@hotmail.com  |  Faro, Yukon, Canada  |  Reviewer ranking: #29,055,875  |  17%  |  (14 of 81)  |  
A3LBZAR8WKT9C7  |  D Cary  |  Lawrence, Kansas  |  Reviewer ranking: #2,527,916  |  81%  |  (13 of 16)  |  
A35L2E8M7S59MQ  |  V. Berk  |  United States  |  _  |  83%  |  (1,565 of 1,887)  |  
A39F4F30LDYRH4  |  twoboys  |  _  |  Reviewer ranking: #764,284  |  65%  |  (11 of 17)  |  
A3B5ICCQHELN7K  |  Pandora Spox  |  _  |  Reviewer ranking: #168,981  |  73%  |  (716 of 985)  |  
A3BNZ857BVLWTI  |  John Harrison  |  England, York University  |  Reviewer ranking: #28,416,137  |  95%  |  (21 of 22)  |  
AIHEMBMETF74K  |  Happy  |  _  |  Reviewer ranking: #1,745,892  |  73%  |  (11 of 15)  |  
A15PEOVDL20IRL  |  Jack Burgess  |  Tampa, Fl  USA  |  Reviewer ranking: #21,110,862  |  89%  |  (700 of 787)  |  
AT1BYQVGK7U71  |  MKG  |  Houston, TX  |  Reviewer ranking: #1,043,741  |  71%  |  (416 of 582)  |  
A2S54UCRJXHGKB  |  Mrs. Milsey  |  _  |  Reviewer ranking: #20,384,761  |  _  |  _  |  
A2H5D7IK9SF07M  |  Louise  |  _  |  Reviewer ranking: #4,119,191  |  90%  |  (18 of 20)  |  
A20UOPYQY9H0B9  |  rivermont  |  _  |  Reviewer ranking: #4,566,382  |  100%  |  (4 of 4)  |  
AJMM44A9Q1ZMQ  |  Mick Guitar  |  Superior, CO United States  |  Reviewer ranking: #1,155,369  |  59%  |  (217 of 365)  |  
A1IALMGRNZ4Z4G  |  C. Burke  |  _  |  Reviewer ranking: #4,244,346  |  59%  |  (16 of 27)  |  
A1U09F1931QVIC  |  J. Jones  |  gb wi  |  Reviewer ranking: #8,673,186  |  77%  |  (10 of 13)  |  
AMJ6OK9RZP1IZ  |  s-dubbs  |  _  |  Reviewer ranking: #29,751,899  |  23%  |  (15 of 66)  |  
A38OH7M3ETQ2WE  |  Rob82  |  Florida  |  Reviewer ranking: #29,953,378  |  24%  |  (4 of 17)  |  
A3LX60OH58BTB4  |  Andrew Nichols  |  Oklahoma, USA  |  Reviewer ranking: #26,057,840  |  86%  |  (24 of 28)  |  
A3TTTFND9NNB8T  |  Amanda Lee VanValkenburgh  |  _  |  Reviewer ranking: #9,900,212  |  100%  |  (2 of 2)  |  
A1AHLKY5GIC0ZX  |  Laura A. Larkin  |  Hamilton, OH,USA  |  _  |  78%  |  (189 of 243)  |  
A1XZNFPUPJ1811  |  J Rodgers  |  UK  |  Reviewer ranking: #29,046,354  |  43%  |  (18 of 42)  |  
A2ND0GQIXEZT78  |  David Oropeza  |  USA  |  Reviewer ranking: #29,587,680  |  29%  |  (6 of 21)  |  
AM8A00W8MO14W  |  Oleg Morozov  |  Ontario, Canada  |  Reviewer ranking: #19,927,317  |  100%  |  (6 of 6)  |  
A237LGN5EW91ZW  |  JayOne  |  Massachusetts  |  _  |  86%  |  (84 of 98)  |  
A1OHZMP5MVT0RP  |  Russell Goodall  |  Yokohama, Japan  |  Reviewer ranking: #1,781,187  |  86%  |  (62 of 72)  |  
A3BNJZUST7Y20  |  Wind Talker  |  _  |  Reviewer ranking: #5,048,736  |  100%  |  (3 of 3)  |  
A1PS3WD8WQ3VHW  |  Renee  |  _  |  Reviewer ranking: #370,290  |  95%  |  (560 of 591)  |  
AHDEF701V18X2  |  ANNIE  |  _  |  Reviewer ranking: #26,493,790  |  67%  |  (4 of 6)  |  
A3ANGH7TV9VPQ7  |  Kyle C. Johnson  |  California  |  Reviewer ranking: #5,564,256  |  83%  |  (10 of 12)  |  
A12CBUR8QGQ5UP  |  gooney googoo  |  new jersey  |  Reviewer ranking: #1,137,897  |  55%  |  (110 of 200)  |  
A2EKBVSHPAACUO  |  Gloria Marie P Baraquio  |  Honolulu, Hawaii  |  Reviewer ranking: #16,761,611  |  100%  |  (4 of 4)  |  
A1KEPEKNR62IHQ  |  JoAnna  |  Ashley, PA  |  Reviewer ranking: #25,444,397  |  100%  |  (3 of 3)  |  
A28ZM7VHV14H2X  |  Phillip W. Griffin  |  _  |  Reviewer ranking: #29,966,538  |  13%  |  (3 of 23)  |  
A34TI9P66QGT0N  |  SB  |  Washington, DC  |  _  |  79%  |  (1,124 of 1,419)  |  
A30BY7OU8VGPGB  |  J. Luther  |  _  |  Reviewer ranking: #26,174,896  |  33%  |  (1 of 3)  |  
AWFWOVP3BWJHV  |  Cdn Nutritionist  |  _  |  Reviewer ranking: #22,505,212  |  100%  |  (10 of 10)  |  
AWLFVCT9128JV  |  Dave_42  |  Australia  |  _  |  86%  |  (3,839 of 4,443)  |  
AXA7OH47LBXZ7  |  A Positive Guy  |  San Antonio, Texas United States  |  Reviewer ranking: #3,794,908  |  55%  |  (1,273 of 2,299)  |  
AGUHO6HFIMSCI  |  Judy Sickles  |  Joliet, IL USA  |  Reviewer ranking: #24,011,197  |  29%  |  (2 of 7)  |  
A2MX09659ZWEPJ  |  World's Best Wife  |  River Valley, AR  |  Reviewer ranking: #24,841,276  |  71%  |  (5 of 7)  |  
A28DNY5I5DME1T  |  Suzanne O'Leary  |  New York  |  Reviewer ranking: #27,010,421  |  50%  |  (1 of 2)  |  
A30RJAKA8EZI62  |  Enrique Sanchez  |  Miraflores, Lima Peru  |  Reviewer ranking: #396,734  |  81%  |  (39 of 48)  |  
A15THOTJAI58AO  |  D. Watson  |  Australia  |  Reviewer ranking: #30,242,911  |  42%  |  (286 of 681)  |  
A21EVB96Q49MXE  |  Rodney A. May  |  Madison Heights, VA, US  |  Reviewer ranking: #1,224,238  |  73%  |  (24 of 33)  |  
A3359P76C0N5B6  |  A Snider  |  Texas USA  |  _  |  82%  |  (117 of 142)  |  
A38NCS7R4G8XBL  |  E. Campbell  |  Carlsbad, CA United States  |  Reviewer ranking: #2,129,906  |  89%  |  (34 of 38)  |  
A2TLU519SNY8F4  |  L. Gold  |  Ogden, Utah  |  Reviewer ranking: #905,304  |  95%  |  (112 of 118)  |  
A315K47GRB024C  |  Daniel C. Markel  |  Rosharon, TX USA  |  Reviewer ranking: #718,114  |  83%  |  (895 of 1,074)  |  
A3BQUE7HR18B97  |  Brian Bearse  |  _  |  Reviewer ranking: #1,592,273  |  63%  |  (46 of 73)  |  
A15JTS1TRD3YB7  |  ny  |  california!!  |  Reviewer ranking: #26,483,468  |  65%  |  (11 of 17)  |  
A95JPKAYCSXVX  |  Polly  |  Australia  |  Reviewer ranking: #26,126,663  |  87%  |  (13 of 15)  |  
A3GCRDIJ6P54GZ  |  B. Patrick  |  _  |  Reviewer ranking: #8,386,880  |  65%  |  (24 of 37)  |  
A1Q6AVUKYB4XF3  |  Shopgrrl55  |  _  |  Reviewer ranking: #2,897,059  |  78%  |  (7 of 9)  |  
ARCGVYBD46M70  |  Von Gardiner  |  _  |  Reviewer ranking: #30,245,467  |  43%  |  (268 of 622)  |  
A2VVOX786E95FJ  |  Bleary  |  _  |  Reviewer ranking: #4,171,822  |  51%  |  (36 of 71)  |  
AX6PJYYZX04TG  |  Higgi6  |  UT  |  Reviewer ranking: #19,323,430  |  56%  |  (9 of 16)  |  
A1NESKZUHOA7CH  |  Joshua S. Pearson  |  _  |  Reviewer ranking: #17,195,452  |  100%  |  (1 of 1)  |  
A2R0S51WERTK00  |  Barbara S Clutter  |  Roswell, GA USA  |  Reviewer ranking: #7,845,056  |  _  |  _  |  
A3VQBTFRHYE1KY  |  J. Smith  |  _  |  Reviewer ranking: #25,857,460  |  86%  |  (6 of 7)  |  
A1S05F9HU3N2TI  |  Mandy  |  Hampton GA  |  Reviewer ranking: #273,610  |  93%  |  (14 of 15)  |  
AUHW6I3H9S1P1  |  Campos  |  _  |  Reviewer ranking: #21,777,090  |  0%  |  (0 of 2)  |  
A3BCYVKJI62G8O  |  shadowran  |  _  |  Reviewer ranking: #25,866,712  |  29%  |  (2 of 7)  |  
AUY9ZQMEXU79Q  |  Debbie  |  FL United States  |  Reviewer ranking: #28,082,471  |  75%  |  (3 of 4)  |  
A37QAS6IHABZLF  |  Timins M. Ann  |  _  |  Reviewer ranking: #27,083,260  |  25%  |  (1 of 4)  |  
A3TEQ8XOI7QKRF  |  Amarsh  |  Sydney, NSW Australia  |  Reviewer ranking: #16,116,130  |  72%  |  (43 of 60)  |  
A362H43U5KYELY  |  Nicholas Barton  |  _  |  Reviewer ranking: #1,365,184  |  68%  |  (63 of 92)  |  
A60BXH857718R  |  Turd Ferguson  |  Mundelein, Illinois United States  |  Reviewer ranking: #25,572,324  |  60%  |  (100 of 167)  |  
AE1SRH5S2449W  |  Bruce  |  Alpharetta, GA USA  |  Reviewer ranking: #29,044,035  |  25%  |  (1 of 4)  |  
A153RFE2M9LWIY  |  Lisa Dolphin  |  Sydney, Australia  |  Reviewer ranking: #24,710,492  |  75%  |  (12 of 16)  |  
A3JI9RWIP3MT7J  |  Simon Shin  |  _  |  Reviewer ranking: #137,145  |  87%  |  (296 of 341)  |  
A321DFOMDA8K57  |  Amazon Customer  |  _  |  Reviewer ranking: #29,436,096  |  20%  |  (1 of 5)  |  
A18550B5MTOUOU  |  G. MacMillan  |  Orange County  |  Reviewer ranking: #23,799,468  |  94%  |  (62 of 66)  |  
AJLJ2GJN5U3VR  |  Allen Kato  |  San Francisco CA  |  Reviewer ranking: #4,734,705  |  80%  |  (8 of 10)  |  
A1MLJG7TH6MLDT  |  Erin  |  _  |  Reviewer ranking: #1,290,793  |  88%  |  (7 of 8)  |  
A1OENKLKBSKP7V  |  policywonk  |  Washington, DC, USA  |  Reviewer ranking: #26,565,396  |  68%  |  (13 of 19)  |  
A3SER25T0COVV1  |  The Overweight Lover  |  nyc  |  Reviewer ranking: #26,236,736  |  49%  |  (36 of 73)  |  
A1MB6ERCE9JO5R  |  Timothy L. Perry  |  Joppatowne, Maryland USA  |  Reviewer ranking: #29,947,556  |  72%  |  (26 of 36)  |  
A2AVJH9VQ4RHHW  |  Grayshon  |  Centreville, VA USA  |  Reviewer ranking: #27,348,976  |  57%  |  (4 of 7)  |  
A3FK2DP7B2EQTL  |  Larm  |  Seattle, WA, US  |  Reviewer ranking: #1,701,375  |  67%  |  (6 of 9)  |  
ABXXMFLJSK0DX  |  One Iota  |  Eureka Springs, AR  |  Reviewer ranking: #2,235,806  |  100%  |  (2 of 2)  |  
A2F6CH63523Z7S  |  the hunger for more  |  _  |  Reviewer ranking: #27,778,711  |  17%  |  (1 of 6)  |  
A1LWK1054UQ72I  |  Bill Siggelkow  |  Atlanta, GA USA  |  Reviewer ranking: #6,087,186  |  74%  |  (25 of 34)  |  
A2UKHTWYXPUI0  |  mryan1701  |  _  |  Reviewer ranking: #16,559,209  |  67%  |  (2 of 3)  |  
ATABTF7FKWE21  |  Janice Warner  |  usa  |  Reviewer ranking: #24,855,977  |  50%  |  (1 of 2)  |  
A25SCMROF2X6HQ  |  Barrie Bracken  |  Daytona Beach, FL  |  _  |  87%  |  (152 of 174)  |  
AI93GFMD2VW1M  |  viciousgirl  |  new castle, de - United States  |  Reviewer ranking: #28,741,565  |  55%  |  (26 of 47)  |  
A6SO4DN6J4BYS  |  Angela K. Fay  |  _  |  Reviewer ranking: #26,234,517  |  71%  |  (20 of 28)  |  
A3GPL5JEP3G1VS  |  Hmph  |  _  |  _  |  92%  |  (357 of 389)  |  
A1E15QUV7L2PY0  |  A. Longano  |  NJ USA  |  Reviewer ranking: #1,045,017  |  76%  |  (158 of 207)  |  
A2RE123FWCA8D0  |  Patrick Davies  |  Paso Robles, CA USA  |  Reviewer ranking: #24,321,251  |  100%  |  (1 of 1)  |  
A2MVVBFIG6R8VN  |  smallwonder50  |  HESPERIA, CA USA  |  Reviewer ranking: #28,055,698  |  0%  |  (0 of 5)  |  
A3RKYA8PPB5AE7  |  cookstar  |  Perth, Western Australia  |  Reviewer ranking: #1,570,890  |  68%  |  (195 of 288)  |  
A3GQWB2I5KIRQB  |  Amazon Customer  |  Reykjavik, Iceland  |  Reviewer ranking: #25,113,958  |  0%  |  (0 of 1)  |  
A9WBBORZX64H4  |  Chloe  |  4B US history  |  Reviewer ranking: #27,464,764  |  100%  |  (1 of 1)  |  
A3T8G5BTQMP1J5  |  T. Belton  |  Richmond, Virginia United States  |  Reviewer ranking: #2,307,217  |  79%  |  (76 of 96)  |  
A1GQAKL9CGQLP1  |  L. M. Keefer  |  Connecticut  |  _  |  94%  |  (7,982 of 8,449)  |  
ANR4WR5SU2U3R  |  Sandra Hanning  |  malta ohio  |  Reviewer ranking: #25,513,555  |  11%  |  (1 of 9)  |  
A3PF2NF7LX3CAB  |  Dan Seitz  |  Somerville, MA, USA  |  Reviewer ranking: #257,964  |  74%  |  (744 of 1,007)  |  
A1GCZBTZTC4WHN  |  Shogun Gaijin  |  _  |  Reviewer ranking: #27,002,560  |  _  |  _  |  
A17VW1FERCRJ7A  |  Dreamer2008  |  _  |  Reviewer ranking: #744,804  |  91%  |  (199 of 218)  |  
A26G3B9QDRJLVC  |  Barry Townley  |  Pell City, Al United States  |  Reviewer ranking: #27,364,501  |  _  |  _  |  
A2II09GQGWOMTQ  |  Brian Nallick  |  Mpls, MN  |  _  |  89%  |  (5,987 of 6,695)  |  
AM9LADIEQ925F  |  Marianne McGoffin  |  Tigard, OR  |  Reviewer ranking: #5,535,677  |  100%  |  (2 of 2)  |  
A24OOA1A9E9EWD  |  tolkien404  |  _  |  Reviewer ranking: #28,238,740  |  80%  |  (12 of 15)  |  
A34L8H03JTD3F4  |  VBFrank  |  _  |  Reviewer ranking: #1,679,786  |  81%  |  (17 of 21)  |  
A25RXNPL6PGX6N  |  Kristen Ward  |  Massachusetts  |  Reviewer ranking: #19,145,491  |  55%  |  (16 of 29)  |  
A128LW979K9QN  |  P. King  |  New York City - Center of the World  |  Reviewer ranking: #27,755,290  |  33%  |  (3 of 9)  |  
A1J2ERMSW54OOR  |  freemanchris2  |  New Albany, IN USA  |  Reviewer ranking: #28,341,719  |  0%  |  (0 of 1)  |  
A30RR2OT09M9CT  |  Jesse Brookes  |  California  |  Reviewer ranking: #17,636,927  |  88%  |  (15 of 17)  |  
A3ABKBLQ1II228  |  Daniel Swensen  |  Writer in USA  |  Reviewer ranking: #193,571  |  82%  |  (249 of 304)  |  
ADHTZ17ZDFY5Y  |  angelsal  |  USA  |  Reviewer ranking: #27,826,091  |  50%  |  (1 of 2)  |  
A2BTGR6KIDSW5W  |  Joshua J. Forbes  |  _  |  Reviewer ranking: #3,919,087  |  0%  |  (0 of 1)  |  
AWX8TIXJV5T2G  |  DJ Max  |  northern CAL, USA  |  Reviewer ranking: #196,992  |  59%  |  (155 of 262)  |  
A2KS2FAKXO4A40  |  Wanderer  |  _  |  Reviewer ranking: #337,455  |  71%  |  (24 of 34)  |  
AT94ICL01YHU0  |  Automated Message  |  SF  |  Reviewer ranking: #30,261,393  |  13%  |  (659 of 4,915)  |  
AR3ECFYXXZBNM  |  ShaWashanah  |  Washington, DC  |  _  |  79%  |  (336 of 423)  |  
A392QLGPMMEYW7  |  Jacob  |  Canada  |  Reviewer ranking: #27,694,736  |  41%  |  (13 of 32)  |  
A2BA1E898NVQ42  |  MLS  |  Langlois, OR  |  Reviewer ranking: #1,608,840  |  97%  |  (97 of 100)  |  
A3JK5SC8UGJ1T5  |  Jason Rinka  |  Wilmington, NC  |  Reviewer ranking: #1,541,732  |  82%  |  (60 of 73)  |  
A3AP4EXJT1R2W0  |  Joseph C. Jones  |  Tampa, FL United States  |  Reviewer ranking: #540,376  |  91%  |  (991 of 1,090)  |  
A230FOYHM3QNQQ  |  Carolyn Earls  |  _  |  _  |  85%  |  (80 of 94)  |  
A1S9RM37CJD81M  |  K. Campbell  |  Colfax, North Carolina  |  Reviewer ranking: #2,847,443  |  93%  |  (26 of 28)  |  
A1TCB4RMVXGR3V  |  AuKris  |  _  |  Reviewer ranking: #23,247,387  |  _  |  _  |  
A3B02O8GH0DJ1Z  |  Franklin Vizcaino  |  Dominican Repubic  |  Reviewer ranking: #1,465,218  |  82%  |  (18 of 22)  |  
A2W17767774GV0  |  J. H.  |  _  |  Reviewer ranking: #6,098,699  |  86%  |  (6 of 7)  |  
A1U23KAY82BXNV  |  S. Klaft  |  _  |  Reviewer ranking: #4,740,420  |  76%  |  (13 of 17)  |  
AXFOQ2FNKFDXC  |  LouWana G. Parry  |  _  |  Reviewer ranking: #5,367,501  |  100%  |  (1 of 1)  |  
A1I9CDYIBHPYU3  |  Mark D. Thompson  |  _  |  Reviewer ranking: #8,149,049  |  50%  |  (1 of 2)  |  
AZGKUWZ9OT9CT  |  Beth  |  _  |  Reviewer ranking: #10,688,292  |  67%  |  (2 of 3)  |  
A1TDN0LCPTZQQP  |  amazoncustomer  |  _  |  Reviewer ranking: #23,169,172  |  33%  |  (2 of 6)  |  
A1J6P8E0S1GAW0  |  Leslie D O'Reilly  |  _  |  Reviewer ranking: #25,671,748  |  27%  |  (22 of 83)  |  
A1BM5NSK4S99RL  |  Faucon  |  _  |  Reviewer ranking: #3,233,148  |  74%  |  (222 of 298)  |  
A2D9QCC56V3QYM  |  Mary C. Prueter  |  Fort Loramie, OH  |  Reviewer ranking: #25,930,584  |  _  |  _  |  
A2K3STY4CXA1YX  |  J. Evans  |  _  |  Reviewer ranking: #106,272  |  57%  |  (213 of 375)  |  
AIFBR8T60C7LP  |  Raymond Mulitalo  |  _  |  Reviewer ranking: #1,628,671  |  100%  |  (4 of 4)  |  
A3GYHJPGXMOPS5  |  L. Bennett  |  Gold Coast Australia  |  Reviewer ranking: #27,078,805  |  80%  |  (4 of 5)  |  
A2QXHF0ATTLDP1  |  Nicholas D. Butler  |  _  |  Reviewer ranking: #9,829,767  |  61%  |  (110 of 181)  |  
A35CIJW9CKN0MG  |  Martin  |  _  |  Reviewer ranking: #24,406,769  |  _  |  _  |  
A3FR9FK47CMIR9  |  Peter F. Yancick  |  Morton, Illinois United States  |  Reviewer ranking: #22,855,534  |  54%  |  (34 of 63)  |  
AHTZWZ9FHQKNA  |  Sanjay  |  _  |  Reviewer ranking: #30,233,440  |  23%  |  (14 of 61)  |  
A3II59RX15BS0H  |  rhpsboy  |  NYC  |  Reviewer ranking: #28,329,482  |  36%  |  (4 of 11)  |  
A2LCDXMNVXOB2P  |  I. Araujo  |  New Berlin, WI  |  Reviewer ranking: #8,518,258  |  68%  |  (13 of 19)  |  
A2Z2NFIAOJONYX  |  LD9000  |  Rhode Island, USA  |  Reviewer ranking: #373,299  |  96%  |  (291 of 304)  |  
A2NNPISXOKJ1K4  |  Dave Lakhani  |  Boise, ID United States  |  _  |  82%  |  (2,660 of 3,259)  |  
A3O6RCH7YT0OQJ  |  ward  |  _  |  Reviewer ranking: #111,304  |  75%  |  (64 of 85)  |  
A6USBZRUQE5Z  |  looneytune  |  _  |  Reviewer ranking: #10,050,761  |  64%  |  (9 of 14)  |  
AEHWWSA2JDXWK  |  A. Erdengiz  |  San Jose, CA USA  |  Reviewer ranking: #29,227,630  |  14%  |  (8 of 57)  |  
